satisfied_clauses,ratio_fully_satisfied,weight_sum,generations,fitness_value,relative_error_avg
1.0,1.0,9345.0,1000.0,0.9543630000000001,0.0
1.0,1.0,9604.0,1000.0,0.962612,0.0
1.0,1.0,10308.0,1000.0,0.965096,0.0
1.0,1.0,10203.0,1000.0,0.957323,0.03545093590470788
1.0,1.0,9338.0,1000.0,0.9656819999999999,0.0
1.0,1.0,9169.0,1000.0,0.960132,0.04230206810110716
1.0,1.0,11436.0,1000.0,0.9868599999999998,0.0
1.0,1.0,10266.0,1000.0,0.9782949999999999,0.0
1.0,1.0,9801.0,1000.0,0.9689919999999999,0.0
1.0,1.0,8219.0,1000.0,0.985641,0.0
