satisfied_clauses,ratio_fully_satisfied,weight_sum,generations,fitness_value,relative_error_avg
1.0,1.0,9345.0,1000.0,0.9543630000000001,0.0
1.0,1.0,9604.0,1000.0,0.962612,0.0
1.0,1.0,10012.0,1000.0,0.963227,0.028715560729530458
1.0,1.0,10032.0,1000.0,0.956363,0.05161656267725469
1.0,1.0,8855.0,1000.0,0.962285,0.05172413793103449
1.0,1.0,9574.0,1000.0,0.9627890000000001,0.0
1.0,1.0,11436.0,1000.0,0.9868599999999998,0.0
1.0,1.0,10266.0,1000.0,0.9782949999999999,0.0
1.0,1.0,9801.0,1000.0,0.9689919999999999,0.0
1.0,1.0,8219.0,1000.0,0.985641,0.0
